class_index,review_text
3,has a new career ahead of him
1,the paper-thin characterizations and facile situations
1,An enigmatic film that 's too clever for its own good
0,have to check your brain at the door
1,Monsoon Wedding -RRB- to lament the loss of culture
1,of simple-minded
3,is recognizably Plympton
3,stunning fusion
3,A keep - 'em - guessing plot and an affectionate take on its screwed-up characters
4,Charming and witty
1,'s plenty to offend everyone
0,This franchise has not spawned a single good film .
4,a delicious crime drama on par with the slickest of Mamet .
0,crass and insulting homage
1,dull-witted and
2,of technology
3,A bold -LRB- and lovely -RRB- experiment that will almost certainly bore most audiences into their own brightly colored dreams .
0,many flaws
0,Suffers from unlikable characters and a self-conscious sense of its own quirky hipness .
2,myself strangely moved by even the corniest and most hackneyed contrivances
0,like a rather unbelievable love interest and a meandering ending --
0,the same old crap
2,than the mother
1,not-nearly
3,winning
0,a weak script
0,chore to sit through -- despite some first-rate performances by its lead
0,kiddie fantasy pablum
3,It 's about issues most adults have to face in marriage and
2,Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour
0,incoherence and redundancy
3,might like and more experimental in its storytelling
1,out on video before month 's end
0,neither amusing nor dramatic enough to sustain interest
4,its full potential
0,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant
4,one of the best films
2,realm
0,pity anyone who sees this mishmash .
0,'s a bargain-basement European pickup
3,cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects
0,up as the worst kind of hubristic folly
4,to find a place among the studio 's animated classics
3,is both gripping and compelling
2,casting Mick Jagger
1,the humor dwindles .
1,need the lesson in repugnance .
0,intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix
4,updating works surprisingly well
3,camaraderie
4,to be both hugely entertaining and uplifting .
4,Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger
1,Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer
2,powerful though flawed movie
3,stands out from the pack
2,learned
3,cuts to the chase of the modern girl 's dilemma
3,odd purity
1,bad singer-turned actors
2,copious hints
4,Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year
0,The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .
4,'s informative and breathtakingly spectacular
0,so uninspiring
4,good -LRB- successful -RRB-
2,plot department
2,celibacy
1,even for one whose target demographic is likely still in the single digits
3,aesthetically and sexually
0,a bad imitation
3,Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .
1,ransacks
4,It 's that good .
1,difficult to sustain interest in his profession after the family tragedy
1,decidedly uncinematic
4,she deftly spins the multiple stories in a vibrant and intoxicating fashion
2,'s going to happen
4,of the sweetness and the extraordinary technical accomplishments of the first film
0,did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?
3,#NOM?
4,funny and human and really
3,may shape Hawke 's artistic aspirations
0,'s also too stupid to realize that they 've already seen this exact same movie a hundred times
4,film a must
3,a treatise on spirituality as well as a solid sci-fi thriller
4,'s the brilliant surfing photography bringing you right inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies
3,even sexy
1,the increasingly far-fetched events that first-time writer-director Neil Burger follows up with
4,with a rich subject and some fantastic moments and scenes
2,the family tragedy
0,put through torture for an hour and a half
4,The genius of the work
3,the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural --
4,as simultaneously funny
1,the obvious cliches
3,let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists
0,Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .
3,gay coming-of-age tale
0,may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie
2,to wonder for ourselves if things will turn out okay
4,will touch you to the core in a film you will never forget -- that you should never forget
0,Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .
0,Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .
0,disappointingly
2,is no Hollywood villain
0,So boring
0,stale plot and pornographic way
2,'s virtually impossible
3,fairly straightforward
3,the humor is recognizably Plympton
0,But the movie that does n't really deliver for country music fans or for family audiences
1,shrieky special effects
4,fantastic Reign of Fire
2,inclination
4,A knowing sense of humor and a lot of warmth
4,rich visual clarity and deeply
3,the way for adventurous Indian filmmakers toward a crossover
4,Exciting documentary .
0,is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .
1,routine action and jokes like this
1,two star script
3,display an original talent
0,go down with a ship as leaky
0,such a worthless film
2,genuine cackles
3,compromised and
3,will leave you with a smile on your face and a grumble in your stomach .
1,Curling may be a unique sport but Men with Brooms is distinctly ordinary
4,his most sparkling
2,Blade II '
0,cause loads of irreparable damage that years and years of costly analysis could never fix
4,enjoyable film
0,damaged-goods
0,Aimed squarely at the least demanding of demographic groups
0,insanely stupid
1,too-frosty exterior
0,Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .
3,and effective film
0,Ice Age does n't have some fairly pretty pictures
2,of his own preoccupations and obsessions
3,Cannon 's confidence and laid-back good spirits
4,the perfect material
2,with more heart
4,this generation 's Animal House
1,when she should be building suspense
0,feels painfully redundant and inauthentic .
2,conflicted gay coming-of-age tale .
2,Besson 's
4,a high water mark for this genre
1,by its own pretentious self-examination
3,smoothly sinister Freddie
3,not without cheesy fun factor .
3,its creative mettle
0,tries to touch on spousal abuse but veers off course
0,forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting
4,the wonderful cinematography
4,Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice
2,ambiguous enough
0,a glorified episode
1,not be a breakthrough in filmmaking
0,` The Country Bears ' should never have been brought out of hibernation
1,irrelevancy
3,to a man whose achievements -- and complexities -- reached far beyond the end zone
0,'s boring
3,irresistibly
2,for sitting through it
0,yourself praying for a quick resolution
4,is authentic
1,is broken by frequent outbursts of violence and noise .
2,screen adaptation
1,yawner
0,generates plot points with a degree of randomness usually achieved only by lottery drawing .
1,will upset or frighten young viewers
2,a lot of people
4,has a lot of charm .
0,film that loses sight of its own story .
3,tendency
3,Will give many ministers and Bible-study groups hours of material to discuss .
4,an engaging and exciting narrative of Man confronting the Demons of his own fear and paranoia
2,James Bond
2,a brief 42 minutes
0,immediately succumbs to gravity and plummets to earth .
2,from a little more dramatic tension and some more editing
0,So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .
1,the film 's biggest problem
4,is genial and decent
1,a tawdry B-movie scum
4,unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn
2,Pie
4,An entertaining mix
0,derived from a lobotomy
3,articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy
1,on the awkward interplay and utter lack of chemistry between Chan and Hewitt
0,be put to sleep or bewildered by the artsy and often pointless visuals
1,can detract from the affection of that moral favorite
0,baseball movies that try too hard to be mythic
1,do n't go out of your way to pay full price
1,tragic deaths
4,it 's unburdened by pretensions to great artistic significance
2,exist for hushed lines like `` They 're back
2,be done cinematically
1,silly fluff
2,from Nijinsky 's writings to perform
0,is a deeply unpleasant experience .
4,able to create an engaging story that keeps you guessing at almost every turn
0,an insultingly unbelievable final act
0,like a wet burlap sack of gloom
4,embraced by this gentle comedy
1,The material and the production itself are little more than routine .
4,exciting moviemaking
0,were stripped of most of his budget and all of his sense of humor
1,can you take before indigestion sets in
4,Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .
4,A fascinating examination
4,A remarkable film by Bernard Rose
1,it does n't have to be as a collection of keening and self-mutilating sideshow geeks
1,Not quite as miraculous as its DreamWorks makers would have you believe
4,on an elegant visual sense and a talent
0,fatal script error
0,certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .
1,ca n't support the epic treatment
3,the small moments
1,is not even half the interest
2,laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .
2,no fantasy story and
4,Blessed
4,to swallow thanks to remarkable performances by Ferrera and Ontiveros
0,a dreary tract of virtually plotless meanderings
3,accurate
4,understands the grandness of romance
2,nary
0,watching your favorite pet get buried alive
4,Thoroughly enjoyable
0,A sleep-inducingly slow-paced crime drama
0,Horrible .
4,most savory and hilarious
3,energetic stunt sequences
3,the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes
4,to my great pleasure
2,Maids
1,eventually works its way up to merely bad rather than painfully awful
4,polished and vastly entertaining caper
3,is wickedly fun to watch
1,sloppy plotting
2,both its characters and its audience
1,telegraphed in the most blithe exchanges gives the film its lingering tug
4,from a renowned Indian film culture that allows Americans to finally revel in its splendor
2,a fool
4,sparkling beauty
2,plays closer to two
3,cheery and
2,better after Foster leaves that little room .
1,seeking anyone with acting ambition but no sense of pride or shame
4,Family Fundamentals gets you riled up
2,deeply out
1,so insanely dysfunctional
0,looked like crap
1,the expense of those who paid for it and those who pay to see it
4,boisterous and utterly charming
2,1937
4,his superb actors
3,impress about E.T.
4,exceptional film
2,Ya-Yas
1,become almost as operatic to us
0,be at the dollar theatres by the time Christmas rolls around
2,tones and
0,is neither amusing nor dramatic enough to sustain interest
4,carry the film with their charisma
0,like being stuck in a dark pit having a nightmare about bad cinema
4,is a gritty police thriller with all the dysfunctional family dynamics one could wish for .
3,a brilliant college student
1,misleading
0,ugly as the shabby digital photography
2,seaside
0,may as well be called `` Jar-Jar Binks : The Movie
4,The origin story is well told
3,most wondrous
3,A psychic journey deep into the very fabric of Iranian ... life .
3,have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .
3,about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth
1,... the drama is finally too predictable to leave much of an impression .
4,deftly spins the multiple stories in a vibrant and intoxicating fashion
4,One of the best rock
4,superior cast
3,handily
3,really tells the tale
0,the perfect cure for insomnia
2,that whatever you thought of the first production -- pro or con -- you 'll likely think of this one
4,Sex With Strangers is fascinating ...
3,desirable
2,made the original Men in Black
4,fine performances
4,will enjoy it
1,electrocute and dismember
3,ever-watchful
0,the dreadfulness
2,one-liners
0,is that it 's a brazenly misguided project .
2,on a matinee
2,fully engaged
2,coheres
1,screams at the top of their lungs no matter what the situation
1,unsavory
3,a love letter
4,Spielberg 's first real masterpiece
2,book-on-tape market
1,we all ca n't stand
4,intelligent humor
0,to sit through than this hastily dubbed disaster
1,skip but film buffs should get to know
3,Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl
4,are forced to reflect that its visual imagination is breathtaking
4,excellent
3,to distance it from the pack of paint-by-number romantic comedies
2,of parrots raised on Oprah
4,an enthusiastic charm in Fire that makes the formula fresh again
0,due to the endlessly repetitive scenes of embarrassment
1,untalented
3,its own cuteness
0,is horrible
4,stunning film
1,as a matinee
3,wise
2,intended and
2,is also a testament to the integrity and vision of the band .
1,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920
1,why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?
3,it magic
1,do n't work in concert
4,An engrossing and infectiously enthusiastic documentary .
3,be delightfully compatible
1,'s rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid ''
2,like my Christmas movies
1,may be convinced that he has something significant to say
2,Ca n't Stop The Music . ''
1,its perfunctory conclusion
4,'s almost impossible not to be swept away by the sheer beauty of his images
1,-- violence and whimsy do n't combine easily --
3,the film should be seen as a conversation starter .
0,can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .
4,show-stoppingly hilarious
0,completely misses its emotions
1,becomes one more dumb high school comedy about sex gags and prom dates
3,'s inoffensive and actually rather sweet
0,How about surprising us by trying something new ?
1,After several scenes of this tacky nonsense
3,An edgy thriller that delivers a surprising punch .
4,the cute frissons of discovery and humor between Chaplin and Kidman
2,Crikey indeed .
1,the making of melodrama
1,messy
0,it 's hardly watchable
0,ultimately unsatisfying
0,the result is more puzzling than unsettling
3,we only wish we could have spent more time in its world
4,fine work
0,like a cold old man going through the motions
2,up anger
3,the backstage angst
4,a charge of genuine excitement
0,are brazen enough to attempt to pass this stinker off as a scary movie
2,scary scenes
2,that it summons more spirit and bite than your average formulaic romantic quadrangle
2,looking down
4,that shows what great cinema can really do
1,composed or edited
4,genuine rather than pandering
4,Exciting and well-paced
0,has no point and goes nowhere
3,accomplished work
1,The verdict : Two bodies and hardly a laugh between them .
1,Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made
3,An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .
0,There 's not a comedic moment in this romantic comedy .
1,mergers and downsizing
2,von Trier
4,no denying that Burns is a filmmaker with a bright future ahead of him
4,clever and cutting
0,plays like a bad soap opera
1,rotoscope animation for no apparent reason except
2,the terrifying angst
4,will turn Bill Paxton into an A-list director
4,joy to watch and -- especially -- to listen to
3,some phenomenal performances
0,wearisome
3,impossibly long limbs and sweetly conspiratorial
0,are acting horribly
0,of narrative banality
4,of the ultimate Scorsese film
0,could n't find stardom if MapQuest emailed him point-to-point driving directions
2,believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom
1,clips of a film that are still looking for a common through-line
2,natural instinct
1,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk
3,features some decent performances
0,is often preachy and
3,splashy and entertainingly nasty
4,skillful filmmaker
4,delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
3,that did n't sell many records but helped change a nation
1,only a genius
0,near-fatal mistake
1,by some Freudian puppet
1,wooden dialogue
2,expanse
1,petty thievery
0,The ending does n't work
4,this a superior movie
0,super-sized infomercial
3,it is generally amusing from time to time
2,#NOM?
3,This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable
0,Burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .
2,an asset and a detriment
2,need for people of diverse political perspectives
3,can open the door to liberation .
1,small-budget
2,her petite frame and vulnerable persona
3,find love
1,not scary
0,would be a shame if this was your introduction to one of the greatest plays of the last 100 years
1,I have a confession to make : I did n't particularly like E.T. the first time I saw it as a young boy
4,an achievement
3,outrageous or funny
0,he has severe body odor
0,a black hole of dullness
0,Pair that with really poor comedic writing ...
3,that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace
0,represents glossy Hollywood at its laziest .
3,is the film Roman Polanski may have been born to make .
4,the opulent lushness of every scene
2,thesis
0,a stiflingly unfunny and unoriginal mess
4,the best film so far this year is a franchise sequel starring Wesley Snipes
3,Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve
2,their attitudes
3,edgy camera work
4,surprises you
1,leave your date behind for this one
2,so clumsy
0,... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .
0,string the bastard up
3,subtle
4,Edward Burns ' best film
0,boredom to the point
1,a particularly amateurish episode
3,know that I 'll never listen to Marvin Gaye or the Supremes the same way again
4,fits the bill perfectly
0,he 's already done way too often
1,drunken driver
1,a fast fade
3,that will leave you wondering about the characters ' lives after the clever credits roll
2,veering
2,engine
0,feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema
0,it comes off as annoying rather than charming
2,music and images
3,aggrandizing
1,been fumbled by a lesser filmmaker
3,makes The Banger Sisters a fascinating character study with laughs to spare
3,wondrous love story
0,too much like a fragment of an underdone potato
0,those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time
3,to pass without reminding audiences that it 's only a movie
2,the rocky path
2,The movie attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago
2,it 's a love story as sanguine as its title .
2,guess that from the performances
2,an hour or two
2,resonances
1,for an unfocused screenplay
4,good-natured and sometimes quite funny
3,to make even Jean-Claude Van Damme look good
1,is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered
3,from a director who understands how to create and sustain a mood
2,in alienating most viewers
1,rings false
1,this poor remake
1,no-frills docu-Dogma plainness
2,of their own mortality
4,a great American adventure and a wonderful film to bring to IMAX
0,cruelly
4,directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men
2,believing they have seen a comedy
0,a terrible story
0,do n't get paid enough to sit through crap like this .
2,storm
1,is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination
2,Though an important political documentary
4,impeccable
2,take on the soullessness of work in the city
2,at other times outside looking in
2,Western action films
1,been exhausted by documentarians
0,but its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide .
1,it says far less about the horrifying historical reality than about the filmmaker 's characteristic style
3,is a movie full of grace
4,Warm and exotic
4,clever and subtle
3,can only point the way -- but thank goodness for this signpost .
1,lousy direction
0,an insultingly inept and artificial examination of grief
2,at provincial bourgeois French society
1,offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility
4,of creative belly laughs
1,to let this morph into a typical romantic triangle
4,brilliant and macabre
4,it 's more than a worthwhile effort
3,the giant screen and its hyper-realistic images
3,explores the awful complications of one terrifying day
3,works more often than it does n't
4,best espionage picture
4,able to overcome his personal obstacles and become a good man
3,I found myself strangely moved by even the corniest and most hackneyed contrivances .
2,Wayne classics
4,heartfelt comedy
4,crafted a solid formula for successful animated movies
2,to tear their eyes away from the screen
1,Little more than a stylish exercise in revisionism whose point
4,is delightful in the central role .
4,Marvelously entertaining and deliriously
3,an interesting controversy
0,takes few chances and manages to insult the intelligence of everyone in the audience
4,above its oh-so-Hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism
2,on its mind -- maybe too much
0,A frustrating ` tweener ' --
3,fantasies
2,much fascination
4,has created a brilliant motion picture .
1,is n't as funny
4,the talents of his top-notch creative team
0,a chore to sit through -- despite some first-rate performances by its lead
2,its sense of humor
1,been acted out
1,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and
3,has few equals this side of Aesop
2,the actresses in the lead roles
2,key moments
3,it explores the awful complications of one terrifying day
4,'s almost impossible not to be swept away by the sheer beauty of his images .
3,If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy
2,a closet
0,it just sits there like a side dish no one ordered .
1,murderous
0,bomb
1,emotional blandness
1,were at home watching that movie instead of in the theater watching this one
1,getting there is not even half the interest .
4,visually stunning
1,oblivious to the existence of this film
1,tries-so-hard-to-be-cool
4,will find Morrison 's iconoclastic uses of technology to be liberating
3,big-hearted and
2,devastating and
0,has become apparent that the franchise 's best years are long past
3,creating an intriguing species of artifice
3,wisdom and humor
4,such a perfect medium for children
0,boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years .
2,its origins in an Anne Rice novel
2,of creating a more darkly
3,evocative shades
2,American Breckin Meyer 's
4,keep you wide awake and
3,a man whose achievements -- and complexities -- reached far beyond the end zone
0,hated myself in the morning
0,devoid of interesting characters or even a halfway intriguing plot
4,is powerful and provocative
3,you care about the characters
1,'s lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .
0,Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .
4,the most genuinely sweet films
0,burn the negative and the script and
2,is straight from the Saturday morning cartoons
3,dropped
2,devise
1,existential suffering
3,a true adaptation
2,certain degree
2,a specifically urban sense of disassociation
1,of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating
1,dreary and sluggish
4,The performances are remarkable .
2,fullness
3,deserves the dignity of an action hero motivated by something more than franchise possibilities
1,cheapening it
2,to admit that they do n't like it
3,is a film that manages to find greatness in the hue of its drastic iconography .
3,have stayed there
1,Like life on the island
0,pomposity and pretentiousness
3,Real Women Have Curves truly is life affirming
3,... director John Schultz colors the picture in some evocative shades .
1,no Steve Martin
3,Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .
2,forgive
3,innovations and
0,This movie is about the worst thing Chan has done in the United States .
4,... one of the most entertaining monster movies in ages
3,love to come from an American director in years
4,deftly entertaining film
1,make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective
0,introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix
3,so crisp and
2,about their daily activities
3,makes for a riveting movie experience
1,only had a week to live
4,delightful
1,the thousands of Americans who die hideously
4,unpredictable comedy
3,-LRB- Haynes ' -RRB- homage to such films as `` All That Heaven Allows '' and `` Imitation of Life ''
4,mesmerised
0,have to put up with 146 minutes of it
0,blah characters
0,Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .
0,Utter mush ... conceited pap
4,ambiguities that make it well worth watching
3,remembrance
2,absorbed
2,in the present Hollywood program
2,'s so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .
2,James Spader and
0,Going to this movie is a little like chewing whale blubber
2,S.C.
0,garbage .
2,feels an awful lot like Friday in Miami .
1,is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .
0,plain old blarney
0,had to sit through it again
1,that is beyond playing fair with the audience
4,a moving experience
2,side dish
1,fails to keep it up and
4,smart and well-crafted
1,This insufferable movie
2,for giving in
1,-LRB- which might have been called Freddy Gets Molested by a Dog -RRB-
1,that 's about as subtle as a party political broadcast
2,Pinochet Case
4,spirituality that are powerful and moving without stooping to base melodrama
1,reality shows -- reality shows for God 's sake !
1,more than she can handle
0,is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .
1,of their time -LRB- including mine -RRB- on something very inconsequential
1,Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .
4,most savory and hilarious guilty pleasure
2,Sven
3,a freshly painted Rembrandt
2,in its narrative specifics
4,makes a feature debut that is fully formed and remarkably assured
4,are so crucial to the genre and another first-rate performance
1,like they 've been patched in from an episode of Miami Vice
3,its storytelling prowess and
4,meaningful cinema
2,reverence
2,round out the square edges
0,A derivative collection of horror and sci-fi cliches .
3,much interest
2,rhapsodizes
4,is surprisingly enjoyable
4,a fresh and dramatically substantial spin on the genre
2,finally feel absolutely earned
2,the new release of Cinema Paradiso
4,moving experience
4,is blazingly alive and admirable on many levels
3,Coy but exhilarating
2,backed
4,be a breakthrough in filmmaking
0,given it a one-star rating
3,more compelling
0,a bad run
4,in a sincere performance
0,is DOA
2,do with the casting of Juliette Binoche
1,'s no other reason why anyone should bother remembering it
0,you should avoid this like the dreaded King Brown snake .
2,fall
3,Carmen -LRB- Vega -RRB- and
3,indie .
2,avoids the obvious with humour and lightness
0,do n't understand what on earth is going on
3,throbbing sincerity
3,about memory and regret
2,the cops
4,ends with scenes so true and heartbreaking that tears welled up in my eyes both times
3,amused and entertained by the unfolding of Bielinsky 's
4,is a sweet treasure and something well worth
2,tonal
4,the performances by Phifer and Black are ultimately winning
2,ends up more
4,A sobering and powerful documentary
0,like a made-for-home-video quickie
4,A grittily beautiful film
4,plenty of fun for all
0,ick '
2,'ve actually
1,a nasty aftertaste but little clear memory of its operational mechanics
0,would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .
0,thoroughly dull
1,monster-in-the
4,which I thought was rather clever
1,becomes off-putting
3,correctly
2,construct a real story this time
3,come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics
1,so hard to be quirky and funny that the strain is all too evident
3,people can connect and express their love for each other
4,could n't recommend this film more
3,So could young romantics out on a date .
3,joy and pride
0,a cold-hearted curmudgeon for not being able to enjoy a mindless action movie
1,a rag-tag bunch of would-be characters
4,Screenwriter Chris ver Weil 's directing debut is good-natured and never dull
0,over this `` un-bear-able '' project
4,were far more entertaining than I had expected
3,the heart as well as
2,for a teen movie
0,and drab wannabe
1,dirty old man
2,with finishing it at all
1,old and
1,leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics
0,is that Van Wilder does little that is actually funny with the material
2,rolls around
4,Just like a splendid meal
0,there 'll be a power outage during your screening so you can get your money back
3,should catch this IMAX offering .
0,is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film
4,is a masterpiece of elegant wit and artifice .
4,very funny sequences
0,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .
2,clashing cultures and a clashing mother\/daughter relationship
1,'s nowhere near as exciting as either .
1,from the writing and direction to the soggy performances --
1,The action is stilted
2,'re supposed to be having a collective heart attack
3,you 'll enjoy this movie .
1,a bit on the skinny side
1,'s because there 's no discernible feeling beneath the chest hair
3,is strictly a lightweight escapist film .
1,unflattering comparisons
2,crosses
1,no level whatsoever for me
2,before it 's over
2,a sweet smile and an angry bark
1,with a script that prevents them from firing on all cylinders
1,This slender plot feels especially thin stretched over the nearly 80-minute running time .
3,good to be bad
3,brings the proper conviction to his role as -LRB- Jason Bourne -RRB- .
1,clothed in excess layers of hipness
4,a fascinating subject matter
0,ruined by amateurish
2,against the MPAA
1,is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype
0,inauthentic
1,are uncomfortably strained
3,more experimental
2,Certainly the big finish was n't something Galinsky and Hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps
1,Translation : ` We do n't need to try very hard . '
2,Cynics need not apply . '
1,nurtured his metaphors
1,too-spectacular
1,The problems and characters it reveals
4,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .
1,not engaging
3,strong
4,Awesome work
3,of hope
2,an appropriate minimum
3,Sensitive ensemble performances and good period reconstruction
1,been through the corporate stand-up-comedy mill
3,that at its best
1,rarely comes alive as its own fire-breathing entity in this picture .
0,Sad nonsense
3,a sense of mystery
2,end up getting
2,starts off
1,a younger lad in Zen and the art of getting laid in this prickly indie comedy of manners and misanthropy
4,to have decades of life as a classic movie franchise
4,than to sit back and enjoy a couple of great actors hamming it up
2,very close to the nadir of the thriller\/horror
3,an encouraging debut feature
4,very well-acted
2,spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do .
4,most virtuous limits
4,a female friendship that is more complex and honest than anything represented in a Hollywood film
4,keep it up
1,for the slain rappers
4,enormously good
2,to a close
1,they 're clueless and inept
4,beautifully made
0,made by someone who obviously knows nothing about crime
4,the Great American Comedy
4,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life
1,Rashomon-for-dipsticks
4,the most gloriously unsubtle and adrenalized extreme
0,cheap-shot mediocrity
0,lacking in substance
3,Time Out is existential drama without any of the pretension associated with the term .
0,this is the most visually unappealing .
3,than its fair share of saucy
2,the market
3,are side stories aplenty
0,joyless
3,The Road Warrior
0,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .
0,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender --
4,the film shatters you in waves .
3,make the stones weep --
0,of being overrun by corrupt and hedonistic weasels
1,begins to fade from memory
2,an `` O Bruin
4,terrific computer graphics
2,anti-Harry
4,is his best film yet
3,this is even better than The Fellowship .
2,ask whether our civilization offers a cure for Vincent 's complaint
0,is one of the biggest disappointments of the year .
0,the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago
3,in good measure
3,of the best silly horror movies
1,'s enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective
3,the light-footed enchantment
2,but also seriously
4,the actresses in the lead roles are all more than competent
2,the movie traces Mr. Brown 's athletic exploits
3,be as naturally charming as it needs to be
3,well-mounted history lesson
0,A thoroughly awful movie
1,it churns up not one but two flagrantly fake thunderstorms to underscore the action
3,the incredible IMAX sound system lets you feel the beat down to your toes
0,The film 's lack of personality
1,with such patronising reverence
0,is intriguing but quickly becomes distasteful and downright creepy .
1,stoop so low
1,goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling
0,nothing funny in this every-joke-has - been-told-a -
